	target_text	input_text	prefix
5530	Are the victims still pregnant?	[Stationarity] There are some exceptions, including pregnancies that resulted from sexual assault, incest or other violations of law.	ask_question
1463	How long did Powell take to travel to Malaysia to meet the Prime Minister?	[Event Duration] In Malaysia, Powell met with Prime Minister Mahathir Mohamad, who has led the country since 1981.	ask_question
5798	How often does she earn promotions?	[Frequency] Since then, she has earned promotions from managing attorney, senior attorney, then director of the Council on Aging project.	ask_question
4745	When did the mummy of Prem become revived?	[Typical Time] Meanwhile , after being placed in the Cairo Museum , the mummy of Prem is revived when Hasmid chants the sacred oath on the shroud .	ask_question
8339	When did Einstein become a faculty member at the Institute for Advanced Study?	[Typical Time] Einstein's affiliation with the Institute for Advanced Study would last until his death in 1955.	ask_question
9957	How often does the committee meet?	[Frequency] The resolution creating the new intelligence committee structure should grant subpoena authority to the committee or committees.	ask_question
5020	When did they ask Parameswara?	[Typical Time] They made Parameswara an offer he could not refuse: port facilities and an annual financial tribute in exchange for Chinese protection against the marauding Thais.	ask_question
9659	At what time do the wafers get placed on tracks?	[Typical Time] The 300-millimeter silicon wafers -- about the size of a standard pizza -- are shuttled around the facility in enclosed plastic pods, which ride on overhead tracks.	ask_question
2914	How often is matter conserved?	[Frequency] Because the same amount of matter still exists, we can say that matter is conserved.	ask_question
10844	How often does the music play in the film?	[Frequency] The music , in a garage punk vein , plays an important role in the film .	ask_question
8905	When did the green ball approach the orange ball?	[Typical Time] Then the green ball told the orange ball that blue ball was stupid.	ask_question
2616	How long does it take to travel to the far side of the canyon by foot?	[Event Duration] You can clearly see the same rock layers on opposite sides of the canyon.	ask_question
9922	Will Joe and his father be riding in the field tomorrow?	[Stationarity] Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor.	ask_question
3584	Had these people always made silk from thread in this time period?	[Stationarity] This was still the Stone Age, but the people are thought to have made silk from thread produced by the worms they cultivated on the leaves of their mulberry trees.	ask_question
12721	Are the original rulers still ruling?	[Stationarity] The Minangkabau custom of freely electing their leaders provided the model for rulership elections in modern federal Malaysia.	ask_question
6732	Has the castle always been there	[Stationarity] Once we arrive, the castle looked much bigger than we had imagined.	ask_question
2860	How often does Max play with squirrels?	[Frequency] When Mary called Max's name he left the squirrel and happily returned to Mary, wagging his tail as he went.	ask_question
10055	How long did it take for them to detect the target?	[Event Duration] The target remained in Indianapolis Center's airspace for another six minutes, then crossed into the western portion of Washington Center's airspace at 9:10.	ask_question
9203	When did Portugal get involved?	[Typical Time] Spanish rule dictated Portugal's inadvertent involvement in Spain's ongoing wars.	ask_question
3113	How often can people expect to have justice?	"[Frequency] We may promise ""justice for all,"" but for those who can't afford a lawyer, that promise is often a lie."	ask_question
7638	How long does it take the skateboarder to go down the highest ramp?	[Event Duration] Like the skateboarder, the higher the ramp, the faster he will be going when he reaches the bottom.	ask_question
11718	How often does the animal collect from a single flower	[Frequency] These specific animals might be more likely to visit only flowers of the same species.	ask_question
2608	How long does it take to travel to the far side of the canyon by foot?	[Event Duration] You can clearly see the same rock layers on opposite sides of the canyon.	ask_question
12736	When did Wallace wake up for high school?	[Typical Time] Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.	ask_question
4383	How long did Ana study everyday, so that she could be the best at spelling?	[Event Duration] Ana studied very hard to be the best she could be at spelling.	ask_question
5908	How long did it take for the travelers to reach Portland?	[Event Duration] Among the travelers were Mohamed Atta and Abdul Aziz al Omari, who arrived at the airport in Portland, Maine.	ask_question
1096	How often do the solar panels generate electricity?	[Frequency] Example Solar panels on the roof of this house generate enough electricity to supply a familys needs.	ask_question
6658	How often do they record their safety performance?	[Frequency] As measured by these standards, we recorded the best year in safety performance in our Company's history.	ask_question
8494	When did they position themselves?	[Typical Time] They need only position themselves near a company's satellite dish and wait.	ask_question
12735	How many times a week did Wallace go to school?	[Frequency] Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.	ask_question
